3800,36.622
000,36.622
5100,36.622
5200,36.622
5300,36.622
5400,39.674
5500,36.622
5600,36.622
5700,36.622
00,36.622
4900,36.622
5000,36.622
5100,36.622
5200,36.622
5300,36.622
5400,39.674
5500,36.622
5600,36.622
5700,36.622
100,33.571
200,39.674
300,36.622
400,36.622
500,39.674
600,36.622
700,36.622
800,36.622
900,36.622
1000,36.622
1100,36.622
1200,36.622
1300,36.622
1400,36.622
1500,36.622
1600,36.622
1700,36.622
1800,39.674
1900,36.622
2000,36.622
2100,36.622
2200,39.674
2300,36.622
2400,39.674
2500,36.622
2600,36.622
2700,39.674
2800,36.622
2900,36.622
3000,36.622
3100,36.622
3200,36.622
3300,36.622
3400,36.622
3500,36.622
3600,36.622
3700,36.622
3800,36.622
3900,36.622
4000,36.622
4100,36.622
4200,36.622
4300,33.571
4400,36.622
4500,30.519
4600,36.622
4700,33.571
4800,36.622
4900,36.622
5000,36.622
5100,33.571
5200,33.571
5300,36.622
5400,36.622
5500,36.622
5600,33.571
5700,36.622
5800,33.571
5900,36.622
6000,36.622
6100,39.674
6200,36.622
6300,36.622
6400,36.622
6500,36.622
6600,39.674
6700,36.622
6800,36.622
6900,36.622
7000,36.622
7100,36.622
7200,36.622
7300,36.622
7400,36.622
7500,36.622
7600,36.622
7700,33.571
7800,36.622
7900,33.571
8000,36.622
8100,36.622
8200,36.622
8300,30.519
8400,36.622
8500,30.519
8600,36.622
8700,36.622
8800,36.622
8900,36.622
9000,36.622
9100,36.622
9200,36.622
9300,36.622
9400,36.622
9500,36.622
9600,33.571
9700,33.571
9800,36.622
9900,36.622
10000,36.622
10100,36.622
10200,36.622
10300,36.622
10400,36.622
10500,36.622
10600,36.622
10700,36.622
10800,36.622
10900,36.622
11000,36.622
11100,36.622
11200,36.622
11300,36.622
11400,36.622
11500,36.622
11600,36.622
11700,36.622
11800,36.622
11900,36.622
12000,36.622
12100,36.622
12200,36.622
12300,36.622
12400,36.622
12500,36.622
12600,36.622
12700,36.622
12800,36.622
12900,36.622
13000,36.622
13100,36.622
13200,36.622
13300,36.622
13400,36.622
13500,36.622
13600,36.622
13700,33.571
13800,36.622
13900,36.622
14000,36.622
14100,36.622
14200,36.622
14300,33.571
14400,36.622
14500,36.622
14600,33.571
14700,36.622
14800,33.571
14900,36.622
15000,36.622
15100,33.571
15200,36.622
15300,36.622
15400,36.622
15500,33.571
15600,36.622
15700,36.622
15800,36.622
15900,36.622
16000,36.622
16100,36.622
16200,36.622
16300,36.622
16400,36.622
16500,36.622
16600,36.622
16700,36.622
16800,36.622
